	3rd-party-talk	Acknowledge (Backchannel)	Action-directive	Agree/Accept	Apology	Appreciation	Collaborative Completion	Conventional-closing	Conventional-opening	Declarative Yes-No-Question	Downplayer	Hold Before Answer/Agreement	No Answers	Offers, Options, Commits	Open-Question	Or-Clause	Other	Quotation	Reject	Repeat-phrase	Rhetorical-Question	Signal-non-understanding	Statement-non-opinion	Statement-opinion	Summarize/Reformulate	Thanking	Uninterpretable	Wh-Question	Yes-No-Question
Action-directive|Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Action-directive|Other	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Action-directive|Quotation	0.000000	0.000000	0.002729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.002183	0.000000	0.024017	0.001092	0.000000	0.000000	0.000000	0.001092	0.001638
Action-directive|Repeat-phrase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Action-directive|Rhetorical-Question	0.000000	0.000000	0.007096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.003275	0.000000	0.018013	0.002183	0.000000	0.000000	0.000000	0.004367	0.001092
Action-directive|Statement-non-opinion	0.000000	0.000000	0.039292	0.000000	0.000000	0.000000	0.005095	0.000000	0.000546	0.001092	0.001365	0.000000	0.000546	0.000000	0.004185	0.000000	0.001565	0.010917	0.000000	0.000546	0.008388	0.000000	0.220005	0.006095	0.000000	0.000000	0.000728	0.033788	0.023926
Action-directive|Statement-opinion	0.000000	0.000000	0.004367	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007278	0.000000	0.000364	0.000000	0.000000	0.003275	0.001092
Action-directive|Summarize/Reformulate	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Action-directive|Uninterpretable	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000
Action-directive|Wh-Question	0.000000	0.000000	0.004185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003639	0.000000	0.000000	0.004913	0.000000	0.040211	0.001092	0.001092	0.000000	0.000000	0.012009	0.008734
Action-directive|Yes-No-Question	0.000000	0.000000	0.006550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001638	0.000000	0.000000	0.004913	0.000000	0.038755	0.001092	0.000000	0.000000	0.000000	0.014920	0.013464
Agree/Accept|Statement-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Agree/Accept|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Agree/Accept|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Apology|Action-directive	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Apology|Collaborative Completion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Apology|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Apology|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Apology|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Appreciation|Action-directive	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Appreciation|Appreciation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Appreciation|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Appreciation|Signal-non-understanding	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Appreciation|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000546
Appreciation|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Collaborative Completion|Action-directive	0.000000	0.000000	0.004367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.010917	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092
Collaborative Completion|Appreciation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Collaborative Completion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Hold Before Answer/Agreement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Other	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Quotation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Repeat-phrase	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Collaborative Completion|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.001092	0.001092
Collaborative Completion|Statement-non-opinion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000546	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.001092	0.002183	0.000000	0.050764	0.000000	0.000546	0.000000	0.001092	0.003821	0.002183
Collaborative Completion|Statement-opinion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Uninterpretable	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Collaborative Completion|Wh-Question	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.004367	0.000000	0.000000	0.000000	0.000000	0.005459	0.000000
Collaborative Completion|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Conventional-closing|Action-directive	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Appreciation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Collaborative Completion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Conventional-closing	0.000000	0.000000	0.000000	0.000000	0.000000	0.000546	0.000000	0.000546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Downplayer	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-closing|Statement-non-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Conventional-closing|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Conventional-closing|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000
Conventional-opening|Action-directive	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Conventional-opening|Conventional-opening	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-opening|Quotation	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Conventional-opening|Statement-non-opinion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.002183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014192	0.000000	0.000000	0.000000	0.000000	0.003275	0.004367
Conventional-opening|Wh-Question	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183
Conventional-opening|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Declarative Yes-No-Question|Action-directive	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092
Declarative Yes-No-Question|Declarative Yes-No-Question	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Declarative Yes-No-Question|Hold Before Answer/Agreement	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Declarative Yes-No-Question|Quotation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
Declarative Yes-No-Question|Rhetorical-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.002183
Declarative Yes-No-Question|Statement-non-opinion	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.009825	0.000000	0.000000	0.000000	0.000000	0.003275	0.002183
Declarative Yes-No-Question|Statement-opinion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Declarative Yes-No-Question|Wh-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.003275
Declarative Yes-No-Question|Yes-No-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.003275	0.002183
Downplayer|Action-directive	0.000000	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.001092	0.000000	0.000000	0.000000	0.001092	0.000000
Downplayer|Collaborative Completion	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Downplayer|Conventional-closing	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Downplayer|Downplayer	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Downplayer|Open-Question	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Downplayer|Quotation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Downplayer|Rhetorical-Question	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002183	0.000000	0.003275	0.000000	0.000000	0.000000	0.000000	0.000000	0.001092
